SCHOOLYEAR,SCHOOLCODE,COUNTY,PUB-PRIV,PUBLICSCHOOLDISTRICT,CITY,SCHOOLNAME,ENROLLMENT,REPORTED,CATEGORY,COUNT,PERCENT,ANNOTATION
2016-2017,6023972,MADERA,PUBLIC,MADERA UNIFIED,MADERA,HOWARD ELEMENTARY,58,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6024491,MARIN,PUBLIC,NOVATO UNIFIED,NOVATO,HAMILTON MEADOW PARK,55,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6024772,MARIN,PUBLIC,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,VENETIA VALLEY K-8,72,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6025589,MERCED,PUBLIC,MCSWAIN UNION ELEMENTARY,MERCED,MCSWAIN ELEMENTARY,98,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6027031,NAPA,PUBLIC,SAINT HELENA UNIFIED,ST. HELENA,ROBERT LOUIS STEVENSON INTERMEDIATE,84,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6027148,NEVADA,PUBLIC,NEVADA CITY ELEMENTARY,NEVADA CITY,SEVEN HILLS INTERMEDIATE,81,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6031009,PLACER,PUBLIC,ACKERMAN CHARTER,AUBURN,BOWMAN CHARTER,62,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6031124,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,LOOMIS,FRANKLIN ELEMENTARY,51,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6031132,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,LOOMIS,LOOMIS ELEMENTARY,55,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6031140,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,LOOMIS,PLACER ELEMENTARY,54,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6031199,PLACER,PUBLIC,PLACER HILLS UNION ELEMENTARY,WEIMAR,WEIMAR HILLS,85,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6031819,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,HOME GARDENS ACADEMY,76,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6032411,RIVERSIDE,PUBLIC,PALM SPRINGS UNIFIED,PALM SPRINGS,CIELO VISTA CHARTER,75,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6032460,RIVERSIDE,PUBLIC,PALO VERDE UNIFIED,BLYTHE,FELIX J. APPLEBY ELEMENTARY,78,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6032478,RIVERSIDE,PUBLIC,PALO VERDE UNIFIED,BLYTHE,MARGARET WHITE ELEMENTARY,88,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6032494,RIVERSIDE,PUBLIC,PALO VERDE UNIFIED,BLYTHE,RUTH BROWN ELEMENTARY,72,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6032890,SACRAMENTO,PUBLIC,ARCOHE UNION ELEMENTARY,HERALD,ARCOHE ELEMENTARY,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6033500,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,FREDERICK JOYCE ELEMENTARY,60,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6033526,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,KOHLER ELEMENTARY,68,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6033559,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,OAKDALE ELEMENTARY,76,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6033575,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,RIO LINDA,ORCHARD ELEMENTARY,53,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6033690,SACRAMENTO,PUBLIC,RIVER DELTA JOINT UNIFIED,RIO VISTA,RIVERVIEW MIDDLE,98,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6034680,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CITRUS HEIGHTS,LICHEN K-8,61,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6034797,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,FAIR OAKS,ORANGEVALE OPEN K-8,90,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6034904,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,SIERRA OAKS K-8,73,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6035240,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,MARIANA ACADEMY,61,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6035455,SAN BERNARDINO,PUBLIC,SILVER VALLEY UNIFIED,YERMO,YERMO ELEMENTARY,52,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6036222,SAN BERNARDINO,PUBLIC,ONTARIO-MONTCLAIR,ONTARIO,EDISON ELEMENTARY,59,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6036446,SAN BERNARDINO,PUBLIC,ONTARIO-MONTCLAIR,ONTARIO,VINEYARD ELEMENTARY,93,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6037238,SAN BERNARDINO,PUBLIC,UPLAND UNIFIED,UPLAND,FOOTHILL KNOLLS STEM ACADEMY OF INNOVATION,50,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6037980,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,MUELLER CHARTER (ROBERT L.),88,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6038632,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,MT. VERNON ELEMENTARY,64,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6038673,SAN DIEGO,PUBLIC,LEMON GROVE,LA MESA,VISTA LA MESA ACADEMY,71,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6038889,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,NORTH TERRACE ELEMENTARY,50,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6039457,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DARNALL CHARTER,71,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6039671,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GRANT K-8,92,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6039812,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KEILLER LEADERSHIP ACADEMY,94,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6040356,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CARLTON HILLS ELEMENTARY,65,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6040364,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CHET F. HARRITT ELEMENTARY,61,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6040372,SAN DIEGO,PUBLIC,SANTEE,EL CAJON,PEPPER DRIVE ELEMENTARY,95,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6040380,SAN DIEGO,PUBLIC,SANTEE,SANTEE,PRIDE ACADEMY AT PROSPECT AVENUE,59,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6040505,SAN DIEGO,PUBLIC,SOUTH BAY UNION,IMPERIAL BEACH,IMPERIAL BEACH CHARTER,63,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6040513,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,NESTOR LANGUAGE ACADEMY CHARTER,64,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6040935,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,EDISON CHARTER ACADEMY,63,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6041339,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,LAWTON ALTERNATIVE ELEMENTARY,67,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6041891,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,COLONIAL HEIGHTS,73,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6041933,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,TULLY C. KNOLES,84,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6041990,SAN JOAQUIN,PUBLIC,LINDEN UNIFIED,STOCKTON,WATERLOO ELEMENTARY,90,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042063,SAN JOAQUIN,PUBLIC,LODI UNIFIED,STOCKTON,ELKHORN,93,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042188,SAN JOAQUIN,PUBLIC,LODI UNIFIED,LOCKEFORD,LOCKEFORD ELEMENTARY,69,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042311,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,FRENCH CAMP,FRENCH CAMP ELEMENTARY,66,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042329,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,GOLDEN WEST ELEMENTARY,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042337,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,LATHROP,LATHROP ELEMENTARY,68,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042345,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,LINCOLN ELEMENTARY,54,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042360,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,NEW HAVEN ELEMENTARY,69,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042386,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,SEQUOIA ELEMENTARY,91,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042394,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,SHASTA ELEMENTARY,88,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042444,SAN JOAQUIN,PUBLIC,OAK VIEW UNION ELEMENTARY,ACAMPO,OAK VIEW ELEMENTARY,70,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042477,SAN JOAQUIN,PUBLIC,RIPON UNIFIED,RIPON,RIPON ELEMENTARY,61,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042485,SAN JOAQUIN,PUBLIC,RIPON UNIFIED,RIPON,RIPONA ELEMENTARY,60,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042501,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,ADAMS ELEMENTARY,66,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042519,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,AUGUST ELEMENTARY,66,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042535,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,CLEVELAND ELEMENTARY,66,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042543,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,EL DORADO ELEMENTARY,59,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042550,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,ELMWOOD ELEMENTARY,92,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042568,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,KING ELEMENTARY,95,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042576,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,FILLMORE ELEMENTARY,92,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042600,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,GRUNSKY ELEMENTARY,64,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042618,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,HARRISON ELEMENTARY,72,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042626,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,HAZELTON ELEMENTARY,91,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042634,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,HOOVER ELEMENTARY,61,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042667,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,KENNEDY ELEMENTARY,66,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042683,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,MADISON ELEMENTARY,84,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042691,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,MCKINLEY ELEMENTARY,93,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042709,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,MONROE ELEMENTARY,60,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042717,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,MONTEZUMA ELEMENTARY,71,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042741,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,PULLIAM ELEMENTARY,96,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042758,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,ROOSEVELT ELEMENTARY,73,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042774,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,TAYLOR LEADERSHIP ACADEMY,58,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042782,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,TYLER SKILLS ELEMENTARY,63,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042790,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,VAN BUREN ELEMENTARY,60,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042808,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,VICTORY ELEMENTARY,57,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042865,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,NORTH ELEMENTARY,93,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6042980,SAN LUIS OBISPO,PUBLIC,COAST UNIFIED,CAMBRIA,SANTA LUCIA MIDDLE,66,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6043509,SAN MATEO,PUBLIC,BRISBANE ELEMENTARY,BRISBANE,LIPMAN MIDDLE,54,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6043939,SAN MATEO,PUBLIC,PACIFICA,PACIFICA,CABRILLO ELEMENTARY,63,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044051,SAN MATEO,PUBLIC,PACIFICA,PACIFICA,VALLEMAR ELEMENTARY,62,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044275,SAN MATEO,PUBLIC,PORTOLA VALLEY ELEMENTARY,PORTOLA VALLEY,CORTE MADERA,76,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044317,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,RONALD MCNAIR ACADEMY,58,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044366,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,CESAR CHAVEZ ELEMENTARY,60,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044416,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,MENLO PARK,WILLOW OAKS ELEMENTARY,60,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044424,SAN MATEO,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,CLIFFORD ELEMENTARY,78,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044432,SAN MATEO,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,ROY CLOUD ELEMENTARY,92,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044473,SAN MATEO,PUBLIC,REDWOOD CITY ELEMENTARY,MENLO PARK,GARFIELD ELEMENTARY,85,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044507,SAN MATEO,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,HOOVER ELEMENTARY,74,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044572,SAN MATEO,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,ROOSEVELT ELEMENTARY,62,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6044580,SAN MATEO,PUBLIC,REDWOOD CITY ELEMENTARY,ATHERTON,SELBY LANE ELEMENTARY,89,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6045280,SANTA BARBARA,PUBLIC,BUELLTON UNION ELEMENTARY,BUELLTON,JONATA MIDDLE,54,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6046072,SANTA BARBARA,PUBLIC,SOLVANG ELEMENTARY,SOLVANG,SOLVANG ELEMENTARY,81,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6046197,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,LEE MATHSON MIDDLE,95,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6048045,SANTA CLARA,PUBLIC,MT. PLEASANT ELEMENTARY,SAN JOSE,IDA JEW ACADEMIES,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6048185,SANTA CLARA,PUBLIC,ORCHARD ELEMENTARY,SAN JOSE,ORCHARD ELEMENTARY,97,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6049654,SAN BENITO,PUBLIC,AROMAS SAN JUAN UNIFIED,AROMAS,AROMAS,50,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6049829,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,ALIANZA CHARTER,64,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6050090,SHASTA,PUBLIC,GATEWAY UNIFIED,REDDING,BUCKEYE SCHOOL OF THE ARTS,65,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6050124,SHASTA,PUBLIC,CASCADE UNION ELEMENTARY,ANDERSON,ANDERSON MIDDLE,98,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6050231,SHASTA,PUBLIC,ENTERPRISE ELEMENTARY,REDDING,MISTLETOE ELEMENTARY,71,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6050348,SHASTA,PUBLIC,HAPPY VALLEY UNION ELEMENTARY,ANDERSON,HAPPY VALLEY ELEMENTARY,58,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6050447,SHASTA,PUBLIC,PACHECO UNION ELEMENTARY,REDDING,PACHECO ELEMENTARY,58,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6050975,SISKIYOU,PUBLIC,YREKA UNION ELEMENTARY,YREKA,JACKSON STREET ELEMENTARY,94,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6051437,SOLANO,PUBLIC,VALLEJO CITY UNIFIED,VALLEJO,MARE ISLAND HEALTH AND FITNESS ACADEMY,54,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6051650,SONOMA,PUBLIC,CLOVERDALE UNIFIED,CLOVERDALE,WASHINGTON,98,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6052211,SONOMA,PUBLIC,SEBASTOPOL UNION ELEMENTARY,SEBASTOPOL,BROOK HAVEN ELEMENTARY,59,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6052377,SONOMA,PUBLIC,WRIGHT ELEMENTARY,SANTA ROSA,WRIGHT CHARTER,58,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6052492,STANISLAUS,PUBLIC,CHATOM UNION,TURLOCK,MOUNTAIN VIEW MIDDLE,65,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6052542,STANISLAUS,PUBLIC,HART-RANSOM UNION ELEMENTARY,MODESTO,HART-RANSOM ELEMENTARY,86,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6053250,SUTTER,PUBLIC,FRANKLIN ELEMENTARY,YUBA CITY,FRANKLIN ELEMENTARY,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6053359,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,BARRY ELEMENTARY,80,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6053441,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,TIERRA BUENA ELEMENTARY,87,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6053854,TULARE,PUBLIC,ALTA VISTA ELEMENTARY,PORTERVILLE,ALTA VISTA ELEMENTARY,51,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6054159,TULARE,PUBLIC,LINDSAY UNIFIED,LINDSAY,WASHINGTON ELEMENTARY,62,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6054167,TULARE,PUBLIC,MONSON-SULTANA JOINT UNION ELEMENTARY,DINUBA,MONSON-SULTANA ELEMENTARY,55,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6054175,TULARE,PUBLIC,OAK VALLEY UNION ELEMENTARY,TULARE,OAK VALLEY ELEMENTARY,63,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6054191,TULARE,PUBLIC,PALO VERDE UNION ELEMENTARY,TULARE,PALO VERDE ELEMENTARY,53,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6054399,TULARE,PUBLIC,SUNDALE UNION ELEMENTARY,TULARE,SUNDALE ELEMENTARY,89,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6054860,TUOLUMNE,PUBLIC,COLUMBIA UNION,COLUMBIA,COLUMBIA ELEMENTARY,53,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6054910,TUOLUMNE,PUBLIC,SONORA ELEMENTARY,SONORA,SONORA ELEMENTARY,85,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6054928,TUOLUMNE,PUBLIC,SOULSBYVILLE ELEMENTARY,SOULSBYVILLE,SOULSBYVILLE ELEMENTARY,50,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6054969,VENTURA,PUBLIC,BRIGGS ELEMENTARY,SANTA PAULA,BRIGGS ELEMENTARY,79,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6055123,VENTURA,PUBLIC,MESA UNION ELEMENTARY,SOMIS,MESA ELEMENTARY,60,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6055321,VENTURA,PUBLIC,OXNARD,OXNARD,CESAR E. CHAVEZ ELEMENTARY,98,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6055990,VENTURA,PUBLIC,PLEASANT VALLEY,CAMARILLO,SANTA ROSA TECHNOLOGY MAGNET,66,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6056352,YOLO,PUBLIC,WASHINGTON UNIFIED,WEST SACRAMENTO,ELKHORN VILLAGE ELEMENTARY,83,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6056691,YUBA,PUBLIC,MARYSVILLE JOINT UNIFIED,MARYSVILLE,FOOTHILL INTERMEDIATE,55,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
