SCHOOLYEAR,SCHOOLCODE,COUNTY,PUB-PRIV,PUBLICSCHOOLDISTRICT,CITY,SCHOOLNAME,ENROLLMENT,REPORTED,CATEGORY,COUNT,PERCENT,ANNOTATION
2016-2017,109793,SUTTER,PUBLIC,MARCUM-ILLINOIS UNION ELEMENTARY,EAST NICOLAUS,SOUTH SUTTER CHARTER,203,Y,OVERDUE,0,0,
2016-2017,109793,SUTTER,PUBLIC,MARCUM-ILLINOIS UNION ELEMENTARY,EAST NICOLAUS,SOUTH SUTTER CHARTER,203,Y,PME,0,0,
2016-2017,109819,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE BERKLEY MAYNARD ACADEMY,44,Y,CONDITIONAL,0,0,
2016-2017,109827,PLACER,PUBLIC,NEWCASTLE ELEMENTARY,NEWCASTLE,NEWCASTLE CHARTER,31,Y,CONDITIONAL,0,0,
2016-2017,109843,RIVERSIDE,PUBLIC,MENIFEE UNION ELEMENTARY,MENIFEE,SANTA ROSA ACADEMY,147,Y,CONDITIONAL,0,0,
2016-2017,109843,RIVERSIDE,PUBLIC,MENIFEE UNION ELEMENTARY,MENIFEE,SANTA ROSA ACADEMY,147,Y,OTHERS,0,0,
2016-2017,109843,RIVERSIDE,PUBLIC,MENIFEE UNION ELEMENTARY,MENIFEE,SANTA ROSA ACADEMY,147,Y,OVERDUE,0,0,
2016-2017,109850,SAN BERNARDINO,PUBLIC,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,PUBLIC SAFETY ACADEMY,70,Y,CONDITIONAL,0,0,
2016-2017,109884,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WINNETKA,JAMES JORDAN MIDDLE,130,Y,CONDITIONAL,0,0,
2016-2017,109926,LOS ANGELES,PUBLIC,SBE - Academia Avance Charter,HIGHLAND PARK,ACADEMIA AVANCE CHARTER,53,Y,CONDITIONAL,0,0,
2016-2017,109934,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CHATSWORTH,OUR COMMUNITY CHARTER,51,Y,CONDITIONAL,0,0,
2016-2017,109934,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CHATSWORTH,OUR COMMUNITY CHARTER,51,Y,OTHERS,0,0,
2016-2017,109934,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CHATSWORTH,OUR COMMUNITY CHARTER,51,Y,OVERDUE,0,0,
2016-2017,109991,FRESNO,PUBLIC,FRESNO COUNTY OFFICE OF EDUCATION,FRESNO,CRESCENT VIEW WEST CHARTER,21,Y,CONDITIONAL,0,0,
2016-2017,110007,SANTA CRUZ,PUBLIC,SAN LORENZO VALLEY UNIFIED,BOULDER CREEK,OCEAN GROVE CHARTER,183,Y,CONDITIONAL,0,0,
2016-2017,110007,SANTA CRUZ,PUBLIC,SAN LORENZO VALLEY UNIFIED,BOULDER CREEK,OCEAN GROVE CHARTER,183,Y,OVERDUE,0,0,
2016-2017,110007,SANTA CRUZ,PUBLIC,SAN LORENZO VALLEY UNIFIED,BOULDER CREEK,OCEAN GROVE CHARTER,183,Y,PME,0,0,
2016-2017,110072,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,ISHI HILLS MIDDLE,102,Y,CONDITIONAL,0,0,
2016-2017,110098,LOS ANGELES,PUBLIC,WESTSIDE UNION ELEMENTARY,PALMDALE,ANAVERDE HILLS,74,Y,CONDITIONAL,0,0,
2016-2017,110221,SHASTA,PUBLIC,GATEWAY UNIFIED,SHASTA LAKE,SHASTA LAKE,94,Y,CONDITIONAL,0,0,
2016-2017,110254,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,SANKOFA ACADEMY,24,Y,CONDITIONAL,0,0,
2016-2017,110304,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LOS ANGELES ACADEMY OF ARTS & ENTERPRISE CHARTER,48,Y,CONDITIONAL,0,0,
2016-2017,110338,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,ACHIEVE CHARTER SCHOOL OF PARADISE INC.,30,Y,CONDITIONAL,0,0,
2016-2017,110528,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,ADAMS (J. DOUGLAS) MIDDLE,414,Y,CONDITIONAL,0,0,
2016-2017,110635,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,EASTVALE,RIVER HEIGHTS INTERMEDIATE,549,Y,CONDITIONAL,0,0,
2016-2017,110692,TULARE,PUBLIC,PORTERVILLE UNIFIED,PORTERVILLE,SEQUOIA MIDDLE,306,Y,CONDITIONAL,0,0,
2016-2017,110700,SANTA CLARA,PUBLIC,SANTA CLARA UNIFIED,SANTA CLARA,DON CALLEJON,116,Y,CONDITIONAL,0,0,
2016-2017,110775,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,STONECREEK JUNIOR HIGH,431,Y,CONDITIONAL,0,0,
2016-2017,110833,RIVERSIDE,PUBLIC,RIVERSIDE COUNTY OFFICE OF EDUCATION,TEMECULA,RIVER SPRINGS CHARTER,530,Y,CONDITIONAL,0,0,
2016-2017,110833,RIVERSIDE,PUBLIC,RIVERSIDE COUNTY OFFICE OF EDUCATION,TEMECULA,RIVER SPRINGS CHARTER,530,Y,OVERDUE,0,0,
2016-2017,110866,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,SITTING BULL ACADEMY,291,Y,CONDITIONAL,0,0,
2016-2017,111005,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,LOS COCHES CREEK MIDDLE,206,Y,CONDITIONAL,0,0,
2016-2017,111021,RIVERSIDE,PUBLIC,DESERT SANDS UNIFIED,LA QUINTA,COLONEL MITCHELL PAIGE MIDDLE,208,Y,CONDITIONAL,0,0,
2016-2017,111054,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,CORTEZ ELEMENTARY,99,Y,CONDITIONAL,0,0,
2016-2017,111138,SACRAMENTO,PUBLIC,NATOMAS UNIFIED,SACRAMENTO,HERON,106,Y,CONDITIONAL,0,0,
2016-2017,111203,HUMBOLDT,PUBLIC,SOUTH BAY UNION ELEMENTARY,EUREKA,ALDER GROVE CHARTER,31,Y,CONDITIONAL,0,0,
2016-2017,111203,HUMBOLDT,PUBLIC,SOUTH BAY UNION ELEMENTARY,EUREKA,ALDER GROVE CHARTER,31,Y,OVERDUE,0,0,
2016-2017,111310,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,JOHN MARSHALL ELEMENTARY,63,Y,CONDITIONAL,0,0,
2016-2017,111328,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,MAXINE HONG KINGSTON ELEMENTARY,93,Y,CONDITIONAL,0,0,
2016-2017,111336,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,PITTMAN CHARTER,67,Y,CONDITIONAL,0,0,
2016-2017,111344,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,WILHELMINA HENRY ELEMENTARY,97,Y,CONDITIONAL,0,0,
2016-2017,111351,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,JOHN C. FREMONT ELEMENTARY,101,Y,CONDITIONAL,0,0,
2016-2017,111369,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,ALEXANDER HAMILTON ELEMENTARY,120,Y,CONDITIONAL,0,0,
2016-2017,111385,PLACER,PUBLIC,WESTERN PLACER UNIFIED,LINCOLN,TWELVE BRIDGES MIDDLE,240,Y,CONDITIONAL,0,0,
2016-2017,111385,PLACER,PUBLIC,WESTERN PLACER UNIFIED,LINCOLN,TWELVE BRIDGES MIDDLE,240,Y,OTHERS,0,0,
2016-2017,111385,PLACER,PUBLIC,WESTERN PLACER UNIFIED,LINCOLN,TWELVE BRIDGES MIDDLE,240,Y,PME,1,0,
2016-2017,111518,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALLIANCE JACK H. SKIRBALL MIDDLE,150,Y,CONDITIONAL,0,0,
2016-2017,111641,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALLIANCE OUCHI-O'DONOVAN 6-12 COMPLEX,152,Y,CONDITIONAL,0,0,
2016-2017,111674,SHASTA,PUBLIC,SHASTA COUNTY OFFICE OF EDUCATION,PALO CEDRO,CHRYSALIS CHARTER,20,Y,CONDITIONAL,0,0,
2016-2017,111674,SHASTA,PUBLIC,SHASTA COUNTY OFFICE OF EDUCATION,PALO CEDRO,CHRYSALIS CHARTER,20,Y,OVERDUE,0,0,
2016-2017,111674,SHASTA,PUBLIC,SHASTA COUNTY OFFICE OF EDUCATION,PALO CEDRO,CHRYSALIS CHARTER,20,Y,PME,0,0,
2016-2017,111724,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,SHINGLE SPRINGS,CALIFORNIA MONTESSORI PROJECT-SHINGLE SPRINGS CAMPUS,41,Y,CONDITIONAL,0,0,
2016-2017,111757,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,CALIFORNIA MONTESSORI PROJECT - CAPITOL CAMPUS,21,Y,CONDITIONAL,0,0,
2016-2017,111773,SANTA BARBARA,PUBLIC,BLOCHMAN UNION ELEMENTARY,SANTA MARIA,FAMILY PARTNERSHIP HOME STUDY CHARTER,23,Y,CONDITIONAL,0,0,
2016-2017,111773,SANTA BARBARA,PUBLIC,BLOCHMAN UNION ELEMENTARY,SANTA MARIA,FAMILY PARTNERSHIP HOME STUDY CHARTER,23,Y,OTHERS,0,0,
2016-2017,111773,SANTA BARBARA,PUBLIC,BLOCHMAN UNION ELEMENTARY,SANTA MARIA,FAMILY PARTNERSHIP HOME STUDY CHARTER,23,Y,OVERDUE,0,0,
2016-2017,111807,SAN BERNARDINO,PUBLIC,ORO GRANDE ELEMENTARY,VICTORVILLE,MOJAVE RIVER ACADEMY,60,Y,CONDITIONAL,0,0,
2016-2017,111880,SANTA CLARA,PUBLIC,SANTA CLARA COUNTY OFFICE OF EDUCATION,SAN JOSE,DISCOVERY CHARTER,75,Y,OTHERS,0,0,
2016-2017,111880,SANTA CLARA,PUBLIC,SANTA CLARA COUNTY OFFICE OF EDUCATION,SAN JOSE,DISCOVERY CHARTER,75,Y,OVERDUE,0,0,
2016-2017,111898,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ALBERT EINSTEIN ACADEMY CHARTER MIDDLE,206,Y,CONDITIONAL,0,0,
2016-2017,111906,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING-CHAVEZ PREPARATORY ACADEMY,123,Y,CONDITIONAL,0,0,
2016-2017,111914,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO SANTA MARGARITA,ARROYO VISTA MIDDLE,132,Y,OVERDUE,0,0,
2016-2017,111914,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO SANTA MARGARITA,ARROYO VISTA MIDDLE,132,Y,PME,0,0,
2016-2017,112011,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WILLIAM JEFFERSON CLINTON MIDDLE,286,Y,CONDITIONAL,0,0,
2016-2017,112060,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,ENCINO,HESBY OAKS LEADERSHIP CHARTER,71,Y,CONDITIONAL,0,0,
2016-2017,112078,SACRAMENTO,PUBLIC,RIVER DELTA JOINT UNIFIED,CLARKSBURG,CLARKSBURG MIDDLE,92,Y,CONDITIONAL,0,0,
2016-2017,112102,RIVERSIDE,PUBLIC,VAL VERDE UNIFIED,MORENO VALLEY,MARCH MIDDLE,241,Y,CONDITIONAL,0,0,
2016-2017,112128,LOS ANGELES,PUBLIC,LOS ANGELES COUNTY OFFICE OF EDUCATION,HUNTINGTON PARK,ASPIRE OLLIN UNIVERSITY PREPARATORY ACADEMY,60,Y,CONDITIONAL,0,0,
2016-2017,112144,LOS ANGELES,PUBLIC,LAWNDALE ELEMENTARY,LAWNDALE,JANE ADDAMS MIDDLE,310,Y,CONDITIONAL,0,0,
2016-2017,112169,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,CALIFORNIA MONTESSORI PROJECT-SAN JUAN CAMPUS,84,Y,OVERDUE,0,0,
2016-2017,112177,MONTEREY,PUBLIC,MONTEREY COUNTY OFFICE OF EDUCATION,PACIFIC GROVE,MONTEREY BAY CHARTER,27,Y,CONDITIONAL,0,0,
2016-2017,112185,KERN,PUBLIC,DELANO UNION ELEMENTARY,DELANO,LA VINA MIDDLE,225,Y,CONDITIONAL,0,0,
2016-2017,112276,TUOLUMNE,PUBLIC,SUMMERVILLE UNION HIGH,SONORA,GOLD RUSH CHARTER,30,Y,CONDITIONAL,0,0,
2016-2017,112276,TUOLUMNE,PUBLIC,SUMMERVILLE UNION HIGH,SONORA,GOLD RUSH CHARTER,30,Y,OVERDUE,0,0,
2016-2017,112284,SAN MATEO,PUBLIC,JEFFERSON ELEMENTARY,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY @ SAN MATEO,60,Y,CONDITIONAL,0,0,
2016-2017,112284,SAN MATEO,PUBLIC,JEFFERSON ELEMENTARY,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY @ SAN MATEO,60,Y,OVERDUE,0,0,
2016-2017,112318,IMPERIAL,PUBLIC,CALEXICO UNIFIED,CALEXICO,ENRIQUE CAMARENA JR. HIGH,323,Y,CONDITIONAL,0,0,
2016-2017,112417,VENTURA,PUBLIC,VENTURA COUNTY OFFICE OF EDUCATION,VENTURA,VENTURA CHARTER SCHOOL OF ARTS AND GLOBAL EDUCATION,31,Y,CONDITIONAL,0,0,
2016-2017,112441,SAN BERNARDINO,PUBLIC,HESPERIA UNIFIED,HESPERIA,PATHWAYS TO COLLEGE,22,Y,CONDITIONAL,0,0,
2016-2017,112458,TULARE,PUBLIC,ALPAUGH UNIFIED,ALPAUGH,CALIFORNIA CONNECTIONS ACADEMY@CENTRAL,35,Y,CONDITIONAL,0,0,
2016-2017,112458,TULARE,PUBLIC,ALPAUGH UNIFIED,ALPAUGH,CALIFORNIA CONNECTIONS ACADEMY@CENTRAL,35,Y,OVERDUE,0,0,
2016-2017,112458,TULARE,PUBLIC,ALPAUGH UNIFIED,ALPAUGH,CALIFORNIA CONNECTIONS ACADEMY@CENTRAL,35,Y,PME,0,0,
2016-2017,112623,YUBA,PUBLIC,PLUMAS LAKE ELEMENTARY,PLUMAS LAKE,RIVERSIDE MEADOWS INTERMEDIATE,128,Y,CONDITIONAL,0,0,
2016-2017,112664,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,WEIR PREPARATORY ACADEMY,103,Y,CONDITIONAL,0,0,
2016-2017,112664,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,WEIR PREPARATORY ACADEMY,103,Y,OTHERS,0,0,
2016-2017,112664,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,WEIR PREPARATORY ACADEMY,103,Y,PME,0,0,
2016-2017,112706,LOS ANGELES,PUBLIC,WEST COVINA UNIFIED,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY @ LOS ANGELES,262,Y,CONDITIONAL,0,0,
2016-2017,112706,LOS ANGELES,PUBLIC,WEST COVINA UNIFIED,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY @ LOS ANGELES,262,Y,OVERDUE,0,0,
2016-2017,112714,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,ANTELOPE VALLEY LEARNING ACADEMY,23,Y,CONDITIONAL,0,0,
2016-2017,112748,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,CAPISTRANO VIRTUAL HOME,21,Y,CONDITIONAL,0,0,
2016-2017,112748,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,CAPISTRANO VIRTUAL HOME,21,Y,OVERDUE,0,0,
2016-2017,112763,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,UNITED FOR SUCCESS ACADEMY,112,Y,CONDITIONAL,0,0,
2016-2017,112771,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ALLIANCE ACADEMY,124,Y,CONDITIONAL,0,0,
2016-2017,112789,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ELMHURST COMMUNITY PREP,131,Y,CONDITIONAL,0,0,
2016-2017,112789,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ELMHURST COMMUNITY PREP,131,Y,PME,0,0,
2016-2017,112797,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,COLISEUM COLLEGE PREP ACADEMY,70,Y,CONDITIONAL,0,0,
2016-2017,112805,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ROOTS INTERNATIONAL ACADEMY,106,Y,CONDITIONAL,0,0,
2016-2017,112987,SONOMA,PUBLIC,FORESTVILLE UNION ELEMENTARY,FORESTVILLE,FORESTVILLE ACADEMY,42,Y,CONDITIONAL,0,0,
2016-2017,113134,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,RIVERBEND ELEMENTARY,218,Y,CONDITIONAL,0,0,
2016-2017,113357,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,LATHROP,MOSSDALE ELEMENTARY,90,Y,CONDITIONAL,0,0,
2016-2017,113464,LOS ANGELES,PUBLIC,PASADENA UNIFIED,ALTADENA,AVESON GLOBAL LEADERSHIP ACADEMY,67,Y,CONDITIONAL,0,0,
2016-2017,113464,LOS ANGELES,PUBLIC,PASADENA UNIFIED,ALTADENA,AVESON GLOBAL LEADERSHIP ACADEMY,67,Y,OTHERS,0,0,
2016-2017,113464,LOS ANGELES,PUBLIC,PASADENA UNIFIED,ALTADENA,AVESON GLOBAL LEADERSHIP ACADEMY,67,Y,OVERDUE,0,0,
2016-2017,113522,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,CESAR CHAVEZ MIDDLE,253,Y,CONDITIONAL,0,0,
2016-2017,113530,SONOMA,PUBLIC,SANTA ROSA ELEMENTARY,SANTA ROSA,SANTA ROSA CHARTER SCHOOL FOR THE ARTS,20,Y,CONDITIONAL,0,0,
2016-2017,113548,FRESNO,PUBLIC,CLOVIS UNIFIED,FRESNO,GRANITE RIDGE INTERMEDIATE,714,Y,CONDITIONAL,0,0,
2016-2017,113647,RIVERSIDE,PUBLIC,CORONA-NORCO UNIFIED,CORONA,DR. BERNICE JAMESON TODD ACADEMY,101,Y,CONDITIONAL,0,0,
2016-2017,113662,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,VOICES COLLEGE-BOUND LANGUAGE ACADEMY,51,Y,CONDITIONAL,0,0,
2016-2017,113753,RIVERSIDE,PUBLIC,COACHELLA VALLEY UNIFIED,COACHELLA,BOBBY DUKE MIDDLE,330,Y,CONDITIONAL,0,0,
2016-2017,113761,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,OAKLEY,ORCHARD PARK,101,Y,CONDITIONAL,0,0,
2016-2017,113852,STANISLAUS,PUBLIC,RIVERBANK UNIFIED,RIVERBANK,RIVERBANK LANGUAGE ACADEMY,55,Y,CONDITIONAL,0,0,
2016-2017,113928,SAN BERNARDINO,PUBLIC,ORO GRANDE ELEMENTARY,ORO GRANDE,RIVERSIDE PREPARATORY,255,Y,CONDITIONAL,0,0,
2016-2017,113977,VENTURA,PUBLIC,RIO ELEMENTARY,OXNARD,RIO VISTA MIDDLE,269,Y,CONDITIONAL,0,0,
2016-2017,114066,RIVERSIDE,PUBLIC,ROMOLAND ELEMENTARY,MENIFEE,ETHAN A CHASE MIDDLE,391,Y,CONDITIONAL,0,0,
2016-2017,114108,SAN BERNARDINO,PUBLIC,HESPERIA UNIFIED,HESPERIA,CEDAR MIDDLE,618,Y,CONDITIONAL,0,0,
2016-2017,114165,TULARE,PUBLIC,PIXLEY UNION ELEMENTARY,PIXLEY,PIXLEY MIDDLE,133,Y,CONDITIONAL,0,0,
2016-2017,114199,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,JOHN H. LIECHTY MIDDLE,370,Y,CONDITIONAL,0,0,
2016-2017,114256,SAN BERNARDINO,PUBLIC,YUCAIPA-CALIMESA JOINT UNIFIED,YUCAIPA,INLAND LEADERS CHARTER,106,Y,CONDITIONAL,0,0,
2016-2017,114256,SAN BERNARDINO,PUBLIC,YUCAIPA-CALIMESA JOINT UNIFIED,YUCAIPA,INLAND LEADERS CHARTER,106,Y,OVERDUE,0,0,
2016-2017,114322,NEVADA,PUBLIC,NEVADA COUNTY OFFICE OF EDUCATION,NEVADA CITY,YUBA RIVER CHARTER,30,Y,CONDITIONAL,0,0,
2016-2017,114322,NEVADA,PUBLIC,NEVADA COUNTY OFFICE OF EDUCATION,NEVADA CITY,YUBA RIVER CHARTER,30,Y,OVERDUE,0,0,
2016-2017,114330,NEVADA,PUBLIC,NEVADA COUNTY OFFICE OF EDUCATION,NEVADA CITY,NEVADA CITY SCHOOL OF THE ARTS,51,Y,OTHERS,0,0,
2016-2017,114330,NEVADA,PUBLIC,NEVADA COUNTY OFFICE OF EDUCATION,NEVADA CITY,NEVADA CITY SCHOOL OF THE ARTS,51,Y,OVERDUE,0,0,
2016-2017,114355,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,SIERRA CHARTER,30,Y,CONDITIONAL,0,0,
2016-2017,114363,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,AMERICAN INDIAN PUBLIC CHARTER SCHOOL II,96,Y,CONDITIONAL,0,0,
2016-2017,114397,LOS ANGELES,PUBLIC,BALDWIN PARK UNIFIED,PASADENA,OPPORTUNITIES FOR LEARNING - BALDWIN PARK II,72,Y,CONDITIONAL,0,0,
2016-2017,114405,SAN BERNARDINO,PUBLIC,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,"CASA RAMONA ACADEMY FOR TECHNOLOGY, COMMUNITY, AND EDUCATION",32,Y,CONDITIONAL,0,0,
2016-2017,114454,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CONSERVATORY OF VOCAL/INSTRUMENTAL ARTS,21,Y,CONDITIONAL,0,0,
2016-2017,114470,CONTRA COSTA,PUBLIC,CONTRA COSTA COUNTY OFFICE OF EDUCATION,RICHMOND,MAKING WAVES ACADEMY,112,Y,CONDITIONAL,0,0,
2016-2017,114546,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,SCHOOL OF ENGINEERING & SCIENCES,128,Y,CONDITIONAL,0,0,
2016-2017,114595,TULARE,PUBLIC,STRATHMORE UNION ELEMENTARY,STRATHMORE,STRATHMORE ELEMENTARY,97,Y,CONDITIONAL,0,0,
2016-2017,114637,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,"VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH",289,Y,CONDITIONAL,0,0,
2016-2017,114645,SAN JOAQUIN,PUBLIC,LAMMERSVILLE JOINT UNIFIED,MOUNTAIN HOUSE,BETHANY ELEMENTARY,94,Y,CONDITIONAL,0,0,
2016-2017,114710,YOLO,PUBLIC,WASHINGTON UNIFIED,WEST SACRAMENTO,STONEGATE ELEMENTARY,105,Y,CONDITIONAL,0,0,
2016-2017,114959,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MONSENOR OSCAR ROMERO CHARTER MIDDLE,118,Y,CONDITIONAL,0,0,
2016-2017,114983,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,ORANGEVALE,GOLDEN VALLEY RIVER,55,Y,CONDITIONAL,0,0,
2016-2017,114983,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,ORANGEVALE,GOLDEN VALLEY RIVER,55,Y,OVERDUE,0,0,
2016-2017,114991,BUTTE,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,CHICO,CORE BUTTE CHARTER,52,Y,CONDITIONAL,0,0,
2016-2017,114991,BUTTE,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,CHICO,CORE BUTTE CHARTER,52,Y,OVERDUE,0,0,
2016-2017,114991,BUTTE,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,CHICO,CORE BUTTE CHARTER,52,Y,PME,0,0,
2016-2017,115014,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,KIPP BRIDGE ACADEMY,65,Y,CONDITIONAL,0,0,
2016-2017,115030,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,MAGNOLIA SCIENCE ACADEMY 3,100,Y,CONDITIONAL,0,0,
2016-2017,115055,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,RIVER OAK CHARTER,25,Y,OTHERS,0,0,
2016-2017,115055,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,RIVER OAK CHARTER,25,Y,OVERDUE,0,0,
2016-2017,115063,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY II,22,Y,CONDITIONAL,0,0,
2016-2017,115089,SAN BERNARDINO,PUBLIC,LUCERNE VALLEY UNIFIED,PLACERVILLE,SKY MOUNTAIN CHARTER,183,Y,CONDITIONAL,0,0,
2016-2017,115089,SAN BERNARDINO,PUBLIC,LUCERNE VALLEY UNIFIED,PLACERVILLE,SKY MOUNTAIN CHARTER,183,Y,OVERDUE,0,0,
2016-2017,115105,VENTURA,PUBLIC,OXNARD UNION HIGH,CAMARILLO,CAMARILLO ACADEMY OF PROGRESSIVE EDUCATION,63,Y,CONDITIONAL,0,0,
2016-2017,115113,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SHERMAN OAKS,"IVY BOUND ACADEMY OF MATH, SCIENCE, AND TECHNOLOGY CHARTER MIDDLE",51,Y,CONDITIONAL,0,0,
2016-2017,115212,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,MAGNOLIA SCIENCE ACADEMY 2,93,Y,CONDITIONAL,0,0,
2016-2017,115287,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ICEF VISTA MIDDLE ACADEMY,88,Y,CONDITIONAL,0,0,
2016-2017,115303,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,VALENTINE PEYTON ELEMENTARY,128,Y,CONDITIONAL,0,0,
2016-2017,115428,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,HOLLISTER DUAL LANGUAGE ACADEMY,51,Y,CONDITIONAL,0,0,
2016-2017,115469,SOLANO,PUBLIC,VALLEJO CITY UNIFIED,VALLEJO,VALLEJO CHARTER,59,Y,CONDITIONAL,0,0,
2016-2017,115501,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,CARL HANKEY MIDDLE,87,Y,CONDITIONAL,0,0,
2016-2017,115535,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,LINDSEY ACADEMY,258,Y,CONDITIONAL,0,0,
2016-2017,115618,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GREENLEAF ELEMENTARY,53,Y,CONDITIONAL,0,0,
2016-2017,115626,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,WEST OAKLAND MIDDLE,63,Y,CONDITIONAL,0,0,
